BJD	RV	RVerr	RHK	RHKerr	S	Serr	BIS	BISerr	FWHM	FWHMerr	Constrast	Contrasterr
5.739708297815293918e+04	-1.675666666666666416e+01	1.183945586119660720e-01	-4.966533333333333466e+00	6.928203230275508046e-04	1.653119999999999867e-01	1.247076581449591828e-04	-8.886390891780729362e+01	2.367891172239321440e-01	7.787480666666666366e+03	2.367891172239321440e-01	6.004954400000000447e+01	1.848742873053117221e-03
5.739803423654392827e+04	-1.437466666666666804e+01	1.176536165040953930e-01	-4.965666666666666451e+00	6.928203230275508046e-04	1.654566666666666963e-01	1.241303078757695214e-04	-8.964412803735807245e+01	2.353072330081907582e-01	7.787250666666666802e+03	2.353072330081907582e-01	6.005464966666666982e+01	1.837418021494490600e-03
5.739899982873634144e+04	-1.539533333333333331e+01	1.179315333994316733e-01	-4.965233333333333832e+00	6.928203230275508046e-04	1.655333333333333379e-01	1.241303078757695214e-04	-8.853481066822276091e+01	2.358630667988631802e-01	7.787363000000000284e+03	2.358630667988631802e-01	6.004396066666666343e+01	1.841437587390697518e-03
5.740595212663424172e+04	-1.854000000000000270e+01	1.231965020009193196e-01	-4.973500000000000476e+00	7.505553499465134710e-04	1.641106666666666547e-01	1.318302780935480707e-04	-9.118719062583285506e+01	2.463930040018388334e-01	7.784421666666666169e+03	2.463930040018388334e-01	6.008419699999999608e+01	1.925945450765140796e-03
5.740693402265088662e+04	-1.769200000000000017e+01	1.246127939732357554e-01	-4.971166666666666956e+00	7.895146188218008258e-04	1.645070000000000143e-01	1.345259165448138442e-04	-9.107182942541420800e+01	2.492255879464720936e-01	7.785218666666666650e+03	2.492255879464720936e-01	6.009397700000000242e+01	1.948235980653045298e-03
5.740796644580650900e+04	-2.003866666666666774e+01	1.209025791141672274e-01	-4.972033333333333083e+00	7.505553499465134710e-04	1.643616666666666559e-01	1.287499730312808980e-04	-9.144742907424172529e+01	2.418051582283346768e-01	7.783883000000000720e+03	2.418051582283346768e-01	6.009090700000000851e+01	1.890502885228674719e-03
5.741296190602022398e+04	-1.500266666666666460e+01	1.219138304494453845e-01	-4.969733333333333114e+00	7.505553499465134710e-04	1.647563333333333102e-01	1.301247264913338775e-04	-8.891757165878489388e+01	2.438276608988909633e-01	7.789572666666666009e+03	2.438276608988909633e-01	6.004441033333333166e+01	1.903591032447989875e-03
5.741412082624758477e+04	-1.811199999999999832e+01	1.231092960857132351e-01	-4.970233333333333725e+00	7.505553499465134710e-04	1.646663333333333312e-01	1.324059414578263472e-04	-8.843031068298132880e+01	2.462185921714262760e-01	7.789839333333333343e+03	2.462185921714262760e-01	6.005977899999999892e+01	1.922727107917851898e-03
5.741799633065078524e+04	-1.750433333333333508e+01	1.189664076622472672e-01	-4.973633333333332907e+00	7.505553499465134710e-04	1.640893333333333370e-01	1.256702033100925650e-04	-9.090548651003632585e+01	2.379328153244947286e-01	7.785037333333333663e+03	2.379328153244947286e-01	6.007791666666665975e+01	1.859888840287124033e-03
5.741898958464137104e+04	-1.853833333333333044e+01	1.186742546983207136e-01	-4.977166666666666295e+00	7.505553499465134710e-04	1.634873333333333456e-01	1.250928544011296406e-04	-9.043272713392120465e+01	2.373485093966412884e-01	7.786178666666666686e+03	2.373485093966412884e-01	6.006506100000000714e+01	1.854677581247987780e-03
5.742404721303426049e+04	-1.648633333333333439e+01	1.196334291588747045e-01	-4.964599999999999902e+00	7.505553499465134710e-04	1.656386666666666563e-01	1.277880189132681585e-04	-9.061481473979607415e+01	2.392668583177494368e-01	7.789032666666666046e+03	2.392668583177494368e-01	6.005728999999999473e+01	1.868872470733053820e-03
5.742814042340959713e+04	-1.667433333333333323e+01	1.276012981151218861e-01	-4.963666666666667560e+00	8.082903768654760290e-04	1.658096666666666608e-01	1.408742544099366464e-04	-8.896266147145574621e+01	2.552025962302439388e-01	7.789568000000000211e+03	2.552025962302439388e-01	6.004150500000000079e+01	1.992790332887437160e-03
5.742902715436727158e+04	-1.578733333333333455e+01	1.221671266198529199e-01	-4.962433333333333252e+00	7.505553499465134710e-04	1.660220000000000029e-01	1.316358613752346854e-04	-8.838287391596162479e+01	2.443342532397060340e-01	7.789238333333333685e+03	2.443342532397060340e-01	6.003915399999999636e+01	1.907952842521483221e-03
5.743010451716824173e+04	-1.548633333333333439e+01	1.204747807940523968e-01	-4.965300000000000047e+00	7.505553499465134710e-04	1.655253333333333299e-01	1.293264602984761755e-04	-8.922612682881874946e+01	2.409495615881049879e-01	7.788333333333333030e+03	2.409495615881049879e-01	6.004876966666666505e+01	1.882072338836486688e-03
5.743101510943331232e+04	-1.656066666666666620e+01	1.178454996622972234e-01	-4.966000000000000192e+00	6.928203230275508046e-04	1.653986666666666661e-01	1.252850084141487899e-04	-8.830227182244300366e+01	2.356909993245948076e-01	7.786773000000001048e+03	2.356909993245948076e-01	6.005436833333333624e+01	1.841566837086926244e-03
5.743296637027848919e+04	-1.742099999999999937e+01	1.201732924390904317e-01	-4.968766666666667220e+00	7.505553499465134710e-04	1.649253333333333404e-01	1.287499730312808980e-04	-8.914774667701409783e+01	2.403465848781810577e-01	7.785485666666667385e+03	2.403465848781810577e-01	6.007552733333333350e+01	1.878960249926600731e-03
5.743408511974279099e+04	-2.014833333333332988e+01	1.179185083652020821e-01	-4.967666666666667119e+00	7.505553499465134710e-04	1.651089999999999780e-01	1.256702033100925650e-04	-8.954591340777822950e+01	2.358370167304045806e-01	7.787466666666667152e+03	2.358370167304045806e-01	6.007075199999999882e+01	1.843098629284988313e-03
5.743599214684023173e+04	-1.784099999999999753e+01	1.185706184171461258e-01	-4.972966666666667201e+00	7.505553499465134710e-04	1.642026666666666634e-01	1.262475522314965195e-04	-9.107839319268936151e+01	2.371412368342923072e-01	7.784234666666667181e+03	2.371412368342923072e-01	6.008740300000000190e+01	1.854625203490163675e-03
5.744010795738878369e+04	-1.826466666666666683e+01	1.185382929889732123e-01	-4.972900000000000098e+00	7.505553499465134710e-04	1.642146666666666477e-01	1.262475522314965466e-04	-9.009027136585250162e+01	2.370765859779460361e-01	7.788341666666667152e+03	2.370765859779460361e-01	6.005881166666667781e+01	1.852281795598612708e-03
5.744502594607556239e+04	-1.877733333333333121e+01	1.177686585152110527e-01	-4.976999999999999424e+00	7.505553499465134710e-04	1.635140000000000204e-01	1.249004047676031699e-04	-9.102640860588739713e+01	2.355373170304219110e-01	7.786643333333333430e+03	2.355373170304219110e-01	6.006751366666666314e+01	1.840959167615195680e-03
5.744598764195466356e+04	-1.941333333333333044e+01	1.187256562106774327e-01	-4.977133333333333631e+00	7.505553499465134710e-04	1.634943333333333249e-01	1.264405877170073197e-04	-9.181345040416680092e+01	2.374513124213546711e-01	7.786254000000000815e+03	2.374513124213546711e-01	6.006692466666666519e+01	1.855997161166325800e-03
5.744809436193321744e+04	-1.964266666666666694e+01	1.188625770524307096e-01	-4.975233333333332730e+00	7.505553499465134710e-04	1.638179999999999914e-01	1.272098004610231837e-04	-9.102812968901683632e+01	2.377251541048611971e-01	7.786136666666666315e+03	2.377251541048611971e-01	6.007534766666666570e+01	1.858423435050944377e-03
5.744913555038241611e+04	-1.776000000000000156e+01	1.182731936974471126e-01	-4.973266666666667390e+00	7.505553499465134710e-04	1.641506666666666669e-01	1.272098004610231837e-04	-9.030334061593485728e+01	2.365463873948942253e-01	7.785887999999999920e+03	2.365463873948942253e-01	6.007401833333333485e+01	1.849224388374967826e-03
5.745097917582605442e+04	-1.912633333333333141e+01	1.329986039243608587e-01	-4.972899999999999210e+00	8.660254037844385870e-04	1.642146666666666754e-01	1.474275716712748763e-04	-9.157751278063297207e+01	2.659972078487218838e-01	7.788104666666666162e+03	2.659972078487218838e-01	6.008853166666667533e+01	2.079340848034421600e-03
5.745302879627218499e+04	-1.666200000000000259e+01	1.199464667299220549e-01	-4.971566666666666912e+00	7.505553499465134710e-04	1.644436666666666547e-01	1.289418473576363800e-04	-9.064608431269016364e+01	2.398929334598445262e-01	7.788570999999999913e+03	2.398929334598445262e-01	6.006424899999999667e+01	1.874389390759972733e-03
5.745404607654047868e+04	-1.764300000000000068e+01	1.195796320640268723e-01	-4.969666666666666011e+00	7.505553499465134710e-04	1.647643333333333182e-01	1.281717597600969341e-04	-9.137164520783720434e+01	2.391592641280535225e-01	7.787172666666666373e+03	2.391592641280535225e-01	6.006909399999999977e+01	1.869140785412853716e-03
5.745507171461213875e+04	-1.532600000000000051e+01	1.197077942588670729e-01	-4.971000000000000085e+00	7.505553499465134710e-04	1.645370000000000166e-01	1.283644983803716732e-04	-9.123452572292622165e+01	2.394155885177339516e-01	7.786987333333333481e+03	2.394155885177339516e-01	6.006316233333333798e+01	1.870992492140719811e-03
5.745588985104921449e+04	-1.732466666666666910e+01	1.291288252877746678e-01	-4.972066666666666634e+00	8.279828232249480642e-04	1.643499999999999961e-01	1.435711205872081586e-04	-8.995560193224361001e+01	2.582576505755493357e-01	7.786732333333333372e+03	2.582576505755493357e-01	6.007505366666666191e+01	2.018694204209969378e-03
5.745712929121521302e+04	-2.031533333333333147e+01	1.198268156875415685e-01	-4.972566666666666357e+00	7.505553499465134710e-04	1.642663333333333475e-01	1.291342970192917714e-04	-8.986509877622533793e+01	2.396536313750831093e-01	7.786313999999999396e+03	2.396536313750831093e-01	6.007687633333333110e+01	1.873415915744552690e-03
5.745817945464556396e+04	-1.919500000000000384e+01	1.224277668654172868e-01	-4.973566666666666691e+00	8.082903768654760290e-04	1.640919999999999879e-01	1.345234386846974541e-04	-9.019428935841547457e+01	2.448555337308347957e-01	7.786966333333333750e+03	2.448555337308347957e-01	6.008548199999999184e+01	1.914172388042776956e-03
5.745910845290500583e+04	-1.866133333333333155e+01	1.188086808323203930e-01	-4.972266666666667057e+00	7.505553499465134710e-04	1.643186666666666684e-01	1.279795990686710151e-04	-9.056355950698440438e+01	2.376173616646410081e-01	7.786201000000000022e+03	2.376173616646410081e-01	6.008342566666667039e+01	1.857694051303391885e-03
5.746192681512881245e+04	-1.904666666666666686e+01	1.255817790381373034e-01	-4.974866666666666326e+00	8.082903768654760290e-04	1.638749999999999929e-01	1.381794324621271369e-04	-9.127444848336214989e+01	2.511635580762752173e-01	7.786433333333333394e+03	2.511635580762752173e-01	6.009444266666665868e+01	1.963837579637048823e-03
5.746296114855119959e+04	-1.751366666666666561e+01	1.216332466638806592e-01	-4.975833333333333108e+00	7.505553499465134710e-04	1.637079999999999924e-01	1.314453836727973082e-04	-9.075700095606305240e+01	2.432664933277617347e-01	7.786276000000000749e+03	2.432664933277617347e-01	6.008769633333333360e+01	1.901891181897960191e-03
5.746494911893054086e+04	-1.899766666666666737e+01	1.267916103739337164e-01	-4.976533333333333253e+00	8.082903768654760290e-04	1.635939999999999894e-01	1.395297658406820208e-04	-9.059922408202839961e+01	2.535832207478674882e-01	7.787059000000000196e+03	2.535832207478674882e-01	6.008699566666666669e+01	1.982268293111122317e-03
5.746999468805635115e+04	-1.945799999999999841e+01	1.211264929662422413e-01	-4.980333333333333279e+00	7.505553499465134710e-04	1.629513333333333369e-01	1.302889950157810558e-04	-9.165409410700050330e+01	2.422529859324844825e-01	7.786449333333333925e+03	2.422529859324844825e-01	6.009174933333333257e+01	1.893849208079668263e-03
5.747394545970517356e+04	-1.919399999999999906e+01	1.257465428036347310e-01	-4.981033333333333424e+00	8.082903768654760290e-04	1.628353333333333319e-01	1.379891300066784197e-04	-9.129657686659699323e+01	2.514930856072692955e-01	7.788359333333333780e+03	2.514930856072692955e-01	6.009360266666666917e+01	1.965505433862186832e-03
5.747490902269856451e+04	-1.897333333333333272e+01	1.299579535807155184e-01	-4.981399999999999828e+00	8.660254037844385870e-04	1.627709999999999990e-01	1.449149175665960293e-04	-9.200948827266786623e+01	2.599159071614310923e-01	7.786121333333333496e+03	2.599159071614310923e-01	6.010278233333333020e+01	2.032202600166823237e-03
5.747609338302165270e+04	-1.883166666666666700e+01	1.215426353404936988e-01	-4.979700000000000237e+00	7.895146188218008258e-04	1.630590000000000095e-01	1.318285924137012777e-04	-9.235800006635201953e+01	2.430852706809870367e-01	7.784479000000000269e+03	2.430852706809870367e-01	6.009995733333332879e+01	1.900882485217096976e-03
5.747703701859573630e+04	-1.961900000000000333e+01	1.210536284646327454e-01	-4.982133333333333525e+00	7.895146188218008258e-04	1.626466666666666894e-01	1.304811608368554169e-04	-9.217193307355226750e+01	2.421072569292656851e-01	7.783905999999999949e+03	2.421072569292656851e-01	6.010600933333333273e+01	1.893529659408500375e-03
5.748214339623184060e+04	-1.656533333333333147e+01	1.197933381945445047e-01	-4.983533333333333815e+00	7.505553499465134710e-04	1.624120000000000008e-01	1.258632414788192109e-04	-8.978503090228467443e+01	2.395866763890890094e-01	7.780874333333333198e+03	2.395866763890890094e-01	6.011508266666666600e+01	1.874628490565951504e-03
5.748487710677809082e+04	-2.042433333333333323e+01	1.276802207088741647e-01	-4.987800000000000011e+00	8.082903768654760290e-04	1.617059999999999886e-01	1.368328258212268931e-04	-9.042581943921146603e+01	2.553604414177483295e-01	7.782601999999999862e+03	2.553604414177483295e-01	6.011928966666666696e+01	1.997599461973164660e-03
5.748604935201383341e+04	-1.898699999999999832e+01	1.178856320749858827e-01	-4.987000000000000988e+00	7.505553499465134710e-04	1.618466666666666665e-01	1.223982570682006458e-04	-9.028941153083343352e+01	2.357712641499717654e-01	7.782060333333333801e+03	2.357712641499717654e-01	6.011396700000000237e+01	1.844274402969989539e-03
5.748686094583846716e+04	-1.861299999999999955e+01	1.301840831429028067e-01	-4.986166666666666636e+00	8.660254037844385870e-04	1.619819999999999871e-01	1.410756298349694982e-04	-9.133428649083241169e+01	2.603681662858056134e-01	7.782395666666666330e+03	2.603681662858056134e-01	6.013059966666666156e+01	2.037109883292996960e-03
5.748805773755932751e+04	-1.740700000000000003e+01	1.172906086478349152e-01	-4.983999999999999986e+00	7.505553499465134710e-04	1.623419999999999863e-01	1.218209067990110522e-04	-9.098027047354320018e+01	2.345812172956698305e-01	7.782833666666666431e+03	2.345812172956698305e-01	6.011542700000000394e+01	1.834729457580568058e-03
5.748903549673298403e+04	-1.674633333333333596e+01	1.181879666329986450e-01	-4.984033333333333537e+00	7.505553499465134710e-04	1.623349999999999793e-01	1.229756073373902800e-04	-9.171140635016168119e+01	2.363759332659978452e-01	7.785374000000000706e+03	2.363759332659978452e-01	6.010948933333332889e+01	1.847919058973697404e-03
5.749004753817565506e+04	-1.730266666666666708e+01	1.178266226518151494e-01	-4.981666666666666465e+00	7.505553499465134710e-04	1.627286666666666604e-01	1.223982570682006458e-04	-9.105713900265861582e+01	2.356532453036307151e-01	7.786172333333332972e+03	2.356532453036307151e-01	6.010087233333333501e+01	1.841763231769945851e-03
5.749112543760208791e+04	-1.533766666666666900e+01	1.189182003544704130e-01	-4.978833333333333222e+00	7.505553499465134710e-04	1.632026666666666626e-01	1.245155055047808394e-04	-8.977359844218840124e+01	2.378364007089404930e-01	7.784879000000000815e+03	2.378364007089404930e-01	6.010405499999999535e+01	1.859188933584632894e-03
5.749809924995960318e+04	-1.773933333333333451e+01	1.180530648599523169e-01	-4.983066666666666755e+00	7.505553499465134710e-04	1.624956666666666771e-01	1.229756073373902800e-04	-8.888108370828513216e+01	2.361061297199048281e-01	7.781126000000000204e+03	2.361061297199048281e-01	6.011931266666666573e+01	1.846702184925232658e-03
5.750185071817844437e+04	-1.828633333333333155e+01	1.311843887575642464e-01	-4.990633333333333255e+00	8.660254037844385870e-04	1.612343333333333406e-01	1.420406827481322429e-04	-8.945665669234408313e+01	2.623687775151284929e-01	7.783325666666666621e+03	2.623687775151284929e-01	6.012275499999999084e+01	2.051433429928716402e-03
5.750296449135102739e+04	-1.793733333333333135e+01	1.198005508071240260e-01	-4.987566666666666926e+00	7.505553499465134710e-04	1.617466666666666497e-01	1.247085491144140539e-04	-9.023732792587635743e+01	2.396011016142478578e-01	7.785800666666666984e+03	2.396011016142478578e-01	6.008799933333333598e+01	1.871666381409653121e-03
5.750714387382566201e+04	-1.777833333333333243e+01	1.203211735557719181e-01	-4.981866666666665999e+00	7.505553499465134710e-04	1.626939999999999775e-01	1.268249011651716369e-04	-9.018894813128692078e+01	2.406423471115434198e-01	7.784113666666667086e+03	2.406423471115434198e-01	6.009713199999999489e+01	1.880298304586274470e-03
5.750803553464398283e+04	-1.786400000000000077e+01	1.186489196168538235e-01	-4.980166666666666409e+00	7.505553499465134710e-04	1.629810000000000147e-01	1.235529576065799143e-04	-8.999971284908696134e+01	2.372978392337074249e-01	7.785272666666666737e+03	2.372978392337074249e-01	6.008303300000000036e+01	1.853405667071889073e-03
5.750893078538600821e+04	-1.869699999999999918e+01	1.234478245614301639e-01	-4.978133333333333077e+00	7.505553499465134710e-04	1.633213333333333184e-01	1.302889950157810558e-04	-8.958118501538865530e+01	2.468956491228605499e-01	7.785583999999999833e+03	2.468956491228605499e-01	6.009099333333332993e+01	1.928502274397948498e-03
5.750996443497198925e+04	-1.648499999999999943e+01	1.197000744866684036e-01	-4.979000000000000092e+00	7.505553499465134710e-04	1.631766666666666643e-01	1.249012943621215265e-04	-8.921338425936566807e+01	2.394001489733368071e-01	7.785285666666666657e+03	2.394001489733368071e-01	6.008645333333333838e+01	1.869838423971805982e-03
5.751213881711535214e+04	-1.746299999999999741e+01	1.208089769730404800e-01	-4.980899999999999217e+00	7.505553499465134710e-04	1.628523333333333489e-01	1.272115473444835514e-04	-8.877273461233562557e+01	2.416179539460809600e-01	7.782748666666666395e+03	2.416179539460809600e-01	6.010750933333333279e+01	1.888353444669678633e-03
5.751286422067118838e+04	-1.921166666666666956e+01	1.291218690466604258e-01	-4.982600000000000584e+00	8.279828232249480642e-04	1.625736666666666996e-01	1.389524299095837290e-04	-8.956326524862708993e+01	2.582437380933206295e-01	7.782633333333334122e+03	2.582437380933206295e-01	6.011976699999999596e+01	2.018694766021792569e-03
5.752185691674483678e+04	-1.684733333333333505e+01	1.337128668704892498e-01	-4.984133333333333304e+00	8.660254037844385870e-04	1.623176666666666934e-01	1.458819918823278129e-04	-8.896018352611413604e+01	2.674257337409784996e-01	7.784518333333333430e+03	2.674257337409784996e-01	6.011910833333333670e+01	2.089523061509842607e-03
5.752287859524345549e+04	-1.873933333333333451e+01	1.287983645747396155e-01	-4.980033333333333978e+00	8.082903768654760290e-04	1.630026666666666568e-01	1.383726851658231079e-04	-8.917357051132239576e+01	2.575967291494792311e-01	7.783887666666666519e+03	2.575967291494792311e-01	6.012071599999999449e+01	2.012902890694980018e-03
5.752612748690947046e+04	-1.758533333333333459e+01	1.235198535213478666e-01	-4.980033333333333978e+00	7.895146188218008258e-04	1.630006666666666548e-01	1.310585111060450240e-04	-9.090301993967334226e+01	2.470397070426961494e-01	7.786034666666666453e+03	2.470397070426961494e-01	6.010883700000000118e+01	1.929372007792856149e-03
5.752698829711075086e+04	-1.752833333333333243e+01	1.237234711196528725e-01	-4.982666666666666799e+00	7.895146188218008258e-04	1.625586666666666569e-01	1.302889950157810558e-04	-9.040184805738465457e+01	2.474469422393059392e-01	7.786910666666666657e+03	2.474469422393059392e-01	6.009883133333332950e+01	1.931980708347710157e-03
5.752806301495146181e+04	-1.702366666666666717e+01	1.227931486657489885e-01	-4.984033333333333537e+00	7.505553499465134710e-04	1.623340000000000061e-01	1.293264602984761755e-04	-9.027409272772952420e+01	2.455862973314979492e-01	7.786960333333333438e+03	2.455862973314979492e-01	6.008764833333333399e+01	1.917050766954326224e-03
5.752898299804330600e+04	-1.765166666666666728e+01	1.232341460037297692e-01	-4.979899999999999771e+00	7.505553499465134710e-04	1.630240000000000022e-01	1.293264602984761755e-04	-8.969077525440128795e+01	2.464682920074597883e-01	7.787171999999999571e+03	2.464682920074597883e-01	6.008813466666666869e+01	1.923870839153921314e-03
5.753213248029116949e+04	-1.809233333333333249e+01	1.237978937256182937e-01	-4.982600000000000584e+00	8.082903768654760290e-04	1.625699999999999923e-01	1.310593589010550274e-04	-8.908515250752593317e+01	2.475957874512367818e-01	7.784015666666666220e+03	2.475957874512367818e-01	6.010220633333333495e+01	1.933840551916498869e-03
5.753305118502626283e+04	-1.833433333333333337e+01	1.259654486424735820e-01	-4.984200000000000408e+00	8.082903768654760290e-04	1.623050000000000048e-01	1.337539199840928584e-04	-8.923276090248459980e+01	2.519308972849468309e-01	7.785014333333333525e+03	2.519308972849468309e-01	6.010987733333333694e+01	1.967668164179140877e-03
5.753398924191469996e+04	-1.881399999999999650e+01	1.241751317464290100e-01	-4.984499999999999709e+00	8.082903768654760290e-04	1.622550000000000103e-01	1.306738943579270054e-04	-8.997298804783626736e+01	2.483502634928580199e-01	7.785060666666667203e+03	2.483502634928580199e-01	6.011265666666667329e+01	1.939759008965081600e-03
5.753500195790208818e+04	-1.880466666666666598e+01	1.232656787165194306e-01	-4.987766666666666460e+00	7.895146188218008258e-04	1.617150000000000254e-01	1.289418473576363800e-04	-9.040382387427833066e+01	2.465313574330394442e-01	7.785310666666667203e+03	2.465313574330394442e-01	6.011110000000000042e+01	1.925416844888983752e-03
5.753601360247555567e+04	-1.960099999999999909e+01	1.231411286744744787e-01	-4.988399999999999501e+00	8.082903768654760290e-04	1.616090000000000027e-01	1.291342970192917714e-04	-9.026076444566774626e+01	2.462822573489484024e-01	7.784919333333334180e+03	2.462822573489484024e-01	6.010634500000000457e+01	1.923396996682366590e-03
5.753715711327799363e+04	-1.898099999999999810e+01	1.253311419293102469e-01	-4.988266666666667071e+00	8.082903768654760290e-04	1.616323333333333223e-01	1.331757401998493828e-04	-9.105572139531523135e+01	2.506622838586204938e-01	7.784268333333333430e+03	2.506622838586204938e-01	6.011844666666667081e+01	1.958143721354420937e-03
5.754404352125945297e+04	-1.847466666666666768e+01	1.237585197936936776e-01	-4.988766666666666794e+00	8.082903768654760290e-04	1.615493333333333503e-01	1.287491100292865412e-04	-9.097217002817296816e+01	2.475170395873873552e-01	7.783929666666665980e+03	2.475170395873873552e-01	6.010304933333333111e+01	1.933071852185959567e-03
5.754490980353955820e+04	-1.764199999999999946e+01	1.290542352366613466e-01	-4.986500000000000377e+00	8.082903768654760290e-04	1.619169999999999776e-01	1.362554789927933753e-04	-9.062035795510105629e+01	2.581084704733227486e-01	7.782423666666666577e+03	2.581084704733227486e-01	6.011481533333333260e+01	2.016576056940846962e-03
5.754607186818545597e+04	-1.916200000000000259e+01	1.243545950368924319e-01	-4.987066666666667203e+00	8.082903768654760290e-04	1.618256666666666732e-01	1.297116460118793990e-04	-9.016290979988843901e+01	2.487091900737852246e-01	7.784129333333333307e+03	2.487091900737852246e-01	6.009296533333333201e+01	1.941992126092567834e-03
5.754712898399616097e+04	-1.881366666666666632e+01	1.255441649421950578e-01	-4.987966666666667770e+00	8.082903768654760290e-04	1.616806666666666670e-01	1.316358613752346854e-04	-9.064229706253554752e+01	2.510883298843901712e-01	7.784946666666666715e+03	2.510883298843901712e-01	6.009253200000000561e+01	1.960340654709183221e-03
5.754811186144032399e+04	-1.938400000000000034e+01	1.247875221935506457e-01	-4.985833333333332895e+00	8.082903768654760290e-04	1.620340000000000114e-01	1.304811608368554169e-04	-8.956390263358690618e+01	2.495750443871010971e-01	7.784479666666666162e+03	2.495750443871010971e-01	6.009680166666667134e+01	1.948781057362326818e-03
5.754892557894972560e+04	-1.939133333333333198e+01	1.280490702127467795e-01	-4.989366666666666283e+00	8.082903768654760290e-04	1.614509999999999834e-01	1.343304383476308947e-04	-8.998816757208255979e+01	2.560981404254933924e-01	7.783029333333332943e+03	2.560981404254933924e-01	6.011945333333333252e+01	2.000850335166083887e-03
5.755007994019069884e+04	-1.936366666666666347e+01	1.243574879024909735e-01	-4.988766666666666794e+00	8.082903768654760290e-04	1.615513333333333246e-01	1.293264602984761755e-04	-8.987764075326457203e+01	2.487149758049815584e-01	7.784956666666666024e+03	2.487149758049815584e-01	6.010733466666666658e+01	1.942283213121795762e-03
5.755113656801113393e+04	-1.997966666666666669e+01	1.256312609900031296e-01	-4.985166666666667190e+00	8.082903768654760290e-04	1.621456666666666602e-01	1.320210420938857656e-04	-9.135251534558643982e+01	2.512625219800060927e-01	7.785318333333333612e+03	2.512625219800060927e-01	6.010842866666666851e+01	1.962122410922791625e-03
5.755186239228291379e+04	-1.885366666666666902e+01	1.338083985033025614e-01	-4.985166666666667190e+00	8.660254037844385870e-04	1.621439999999999826e-01	1.439544681101940918e-04	-9.181910460265932272e+01	2.676167970066055113e-01	7.782798666666666577e+03	2.676167970066055113e-01	6.014215833333332739e+01	2.091701417774691207e-03
5.755301459976572369e+04	-1.753066666666666507e+01	1.251817740968584891e-01	-4.984399999999999942e+00	8.082903768654760290e-04	1.622670000000000223e-01	1.304811608368554169e-04	-9.161871945383059312e+01	2.503635481937171448e-01	7.783395333333333838e+03	2.503635481937171448e-01	6.013083366666666052e+01	1.956332956914453355e-03
5.755401486690987804e+04	-1.579533333333333189e+01	1.251286412265225356e-01	-4.983333333333333393e+00	8.082903768654760290e-04	1.624476666666666569e-01	1.304811608368554169e-04	-9.159358529632989132e+01	2.502572824530451823e-01	7.782172666666666373e+03	2.502572824530451823e-01	6.012767566666666852e+01	1.955720343555397006e-03
5.755493900374270015e+04	-1.744866666666666788e+01	1.274091883091543476e-01	-4.981933333333333991e+00	8.082903768654760290e-04	1.626859999999999973e-01	1.335606395778503590e-04	-9.178600390391018493e+01	2.548183766183089172e-01	7.784814333333332797e+03	2.548183766183089172e-01	6.009298266666667132e+01	1.989532589780269780e-03
5.755602353854547982e+04	-1.588666666666666494e+01	1.253149414255126659e-01	-4.979566666666666919e+00	7.702813338860895051e-04	1.630793333333333262e-01	1.310585111060450240e-04	-8.977101391996485802e+01	2.506298828510251098e-01	7.786889000000000124e+03	2.506298828510251098e-01	6.008541299999999552e+01	1.956059810888793622e-03
5.755694998048329580e+04	-1.810033333333333161e+01	1.272999186249615111e-01	-4.978966666666667429e+00	8.082903768654760290e-04	1.631789999999999907e-01	1.339452624519931682e-04	-8.972828443395083298e+01	2.545998372499228002e-01	7.786320666666666511e+03	2.545998372499228002e-01	6.009076666666666711e+01	1.987380012534623475e-03
5.755795993991138675e+04	-1.803166666666666629e+01	1.267151371422423345e-01	-4.980266666666666175e+00	8.082903768654760290e-04	1.629629999999999967e-01	1.329832905125886598e-04	-8.928287294139767027e+01	2.534302742844844469e-01	7.786113666666667086e+03	2.534302742844844469e-01	6.009336700000000064e+01	1.978401186228301301e-03
5.755988396562411071e+04	-1.840866666666666518e+01	1.330868075288430818e-01	-4.985800000000000232e+00	8.660254037844385870e-04	1.620386666666666642e-01	1.424148868622939932e-04	-9.004253661558647082e+01	2.661736150576861637e-01	7.784026666666665733e+03	2.661736150576861637e-01	6.011563166666666547e+01	2.079250303032098481e-03
5.756103361954636057e+04	-1.872499999999999787e+01	1.304622950997592346e-01	-4.985166666666666302e+00	8.279828232249480642e-04	1.621473333333333378e-01	1.379875195644720447e-04	-8.985201603149521077e+01	2.609245901995186911e-01	7.784373999999999796e+03	2.609245901995186911e-01	6.011507866666666899e+01	2.038153731181323400e-03
5.756194819069949153e+04	-1.853100000000000236e+01	1.373223543987885098e-01	-4.988633333333333475e+00	9.049247973665484239e-04	1.615696666666666670e-01	1.476094697353647165e-04	-9.222851776583139838e+01	2.746447087975770196e-01	7.782943333333333612e+03	2.746447087975770196e-01	6.013769133333332917e+01	2.146553739688347295e-03
5.756704806249497778e+04	-1.975900000000000034e+01	1.259808304263330403e-01	-4.990933333333333444e+00	8.082903768654760290e-04	1.611946666666666528e-01	1.314436930569300643e-04	-9.270754257216476901e+01	2.519616608526658585e-01	7.782134333333332506e+03	2.519616608526658585e-01	6.012878033333333860e+01	1.969293853963861862e-03
